LetterCount,Pattern,TrueLength,DisplayWord,ProcessedWord
10 Letters,"2,8",10,re enacting,REENACTING
10 Letters,"2,8",10,re energise,REENERGISE
10 Letters,"2,8",10,re engineer,REENGINEER
10 Letters,"2,8",10,re enlisted,REENLISTED
10 Letters,"2,8",10,re entering,REENTERING
10 Letters,"2,8",10,re entrance,REENTRANCE
10 Letters,"2,8",10,re equipped,REEQUIPPED
10 Letters,"2,8",10,re evaluate,REEVALUATE
10 Letters,"2,8",10,re examined,REEXAMINED
10 Letters,"2,8",10,re examines,REEXAMINES
10 Letters,"2,8",10,re exported,REEXPORTED
10 Letters,"2,8",10,re interred,REINTERRED
10 Letters,"2,8",10,re readable,REREADABLE
10 Letters,"2,8",10,re recorded,RERECORDED
10 Letters,"2,8",10,re silvered,RESILVERED
10 Letters,"2,8",10,Rh negative,RHNEGATIVE
10 Letters,"2,8",10,Rh positive,RHPOSITIVE
10 Letters,"2,8",10,St Benedict,STBENEDICT
10 Letters,"2,8",10,St Bernards,STBERNARDS
10 Letters,"2,8",10,St Boniface,STBONIFACE
10 Letters,"2,8",10,St Clements,STCLEMENTS
10 Letters,"2,8",10,St Cuthbert,STCUTHBERT
10 Letters,"2,8",10,St Irenaeus,STIRENAEUS
10 Letters,"2,8",10,St Lawrence,STLAWRENCE
10 Letters,"2,8",10,St Margaret,STMARGARET
10 Letters,"2,8",10,St Michaels,STMICHAELS
10 Letters,"2,8",10,St Nicholas,STNICHOLAS
10 Letters,"2,8",10,St Trinians,STTRINIANS
10 Letters,"2,8",10,St Veronica,STVERONICA
10 Letters,"2,8",10,St Vladimir,STVLADIMIR
10 Letters,"2,8",10,to extremes,TOEXTREMES
10 Letters,"2,8",10,to windward,TOWINDWARD
10 Letters,"2,8",10,TV antennas,TVANTENNAS
10 Letters,"2,8",10,TV audience,TVAUDIENCE
10 Letters,"2,8",10,TV channels,TVCHANNELS
10 Letters,"2,8",10,TV coverage,TVCOVERAGE
10 Letters,"2,8",10,TV engineer,TVENGINEER
10 Letters,"2,8",10,TV listings,TVLISTINGS
10 Letters,"2,8",10,TV producer,TVPRODUCER
10 Letters,"2,8",10,TV receiver,TVRECEIVER
10 Letters,"2,8",10,un American,UNAMERICAN
10 Letters,"2,8",10,un European,UNEUROPEAN
10 Letters,"2,8",10,up together,UPTOGETHER
10 Letters,"2,8",10,Va Pensiero,VAPENSIERO
10 Letters,"2,8",10,ZX Spectrum,ZXSPECTRUM
10 Letters,"3,1,3,3",10,buy a new car,BUYANEWCAR
10 Letters,"3,1,3,3",10,get a bum rap,GETABUMRAP
10 Letters,"3,1,3,3",10,get a tip off,GETATIPOFF
10 Letters,"3,1,3,3",10,had a bad day,HADABADDAY
10 Letters,"3,1,3,3",10,had a tin ear,HADATINEAR
10 Letters,"3,1,3,3",10,has a tin ear,HASATINEAR
10 Letters,"3,1,3,3",10,it's a bit odd,IT'SABITODD
10 Letters,"3,1,3,3",10,it's a bit off,IT'SABITOFF
10 Letters,"3,1,3,3",10,rat a tat tat,RATATATTAT
10 Letters,"3,1,3,3",10,rub a dub dub,RUBADUBDUB
10 Letters,"3,1,4,2",10,get a load of,GETALOADOF
10 Letters,"3,1,4,2",10,get a look in,GETALOOKIN
10 Letters,"3,1,4,2",10,get a move on,GETAMOVEON
10 Letters,"3,1,4,2",10,get a word in,GETAWORDIN
10 Letters,"3,1,4,2",10,has a high IQ,HASAHIGHIQ
10 Letters,"3,1,4,2",10,it's a case of,IT'SACASEOF
10 Letters,"3,1,4,2",10,It's a toss up,IT'SATOSSUP
10 Letters,"3,1,4,2",10,lay a hand on,LAYAHANDON
10 Letters,"3,1,4,2",10,put a dent in,PUTADENTIN
10 Letters,"3,1,4,2",10,put a spin on,PUTASPINON
10 Letters,"3,1,4,2",10,put a stop to,PUTASTOPTO
10 Letters,"3,1,4,2",10,put a vest on,PUTAVESTON
10 Letters,"3,1,4,2",10,put a word in,PUTAWORDIN
10 Letters,"3,1,6",10,ask a favour,ASKAFAVOUR
10 Letters,"3,1,6",10,beg a favour,BEGAFAVOUR
10 Letters,"3,1,6",10,cop a packet,COPAPACKET
10 Letters,"3,1,6",10,cut a corner,CUTACORNER
10 Letters,"3,1,6",10,cut a figure,CUTAFIGURE
10 Letters,"3,1,6",10,cut a swathe,CUTASWATHE
10 Letters,"3,1,6",10,did a runner,DIDARUNNER
10 Letters,"3,1,6",10,dig a trench,DIGATRENCH
10 Letters,"3,1,6",10,dig a tunnel,DIGATUNNEL
10 Letters,"3,1,6",10,fix a tariff,FIXATARIFF
10 Letters,"3,1,6",10,for a change,FORACHANGE
10 Letters,"3,1,6",10,for a giggle,FORAGIGGLE
10 Letters,"3,1,6",10,for a moment,FORAMOMENT
10 Letters,"3,1,6",10,for a season,FORASEASON
10 Letters,"3,1,6",10,for a wonder,FORAWONDER
10 Letters,"3,1,6",10,get a degree,GETADEGREE
10 Letters,"3,1,6",10,get a fright,GETAFRIGHT
10 Letters,"3,1,6",10,get a rebate,GETAREBATE
10 Letters,"3,1,6",10,get a refill,GETAREFILL
10 Letters,"3,1,6",10,get a refund,GETAREFUND
10 Letters,"3,1,6",10,get a result,GETARESULT
10 Letters,"3,1,6",10,get a thrill,GETATHRILL
10 Letters,"3,1,6",10,got a rebate,GOTAREBATE
10 Letters,"3,1,6",10,had a chance,HADACHANCE
10 Letters,"3,1,6",10,had a choice,HADACHOICE
10 Letters,"3,1,6",10,had a cuddle,HADACUDDLE
10 Letters,"3,1,6",10,had a mishap,HADAMISHAP
10 Letters,"3,1,6",10,had a rebate,HADAREBATE
10 Letters,"3,1,6",10,had a shower,HADASHOWER
10 Letters,"3,1,6",10,had a snooze,HADASNOOZE
10 Letters,"3,1,6",10,has a chance,HASACHANCE
10 Letters,"3,1,6",10,has a choice,HASACHOICE
10 Letters,"3,1,6",10,hug a hoodie,HUGAHOODIE
10 Letters,"3,1,6",10,it's a breeze,IT'SABREEZE
10 Letters,"3,1,6",10,it's a doddle,IT'SADODDLE
10 Letters,"3,1,6",10,it's a living,IT'SALIVING
10 Letters,"3,1,6",10,it's a winner,IT'SAWINNER
10 Letters,"3,1,6",10,it's a wonder,IT'SAWONDER
10 Letters,"3,1,6",10,lay a course,LAYACOURSE
10 Letters,"3,1,6",10,lay a wreath,LAYAWREATH
10 Letters,"3,1,6",10,lit a candle,LITACANDLE
10 Letters,"3,1,6",10,not a burden,NOTABURDEN
10 Letters,"3,1,6",10,not a chance,NOTACHANCE
10 Letters,"3,1,6",10,not a doddle,NOTADODDLE
10 Letters,"3,1,6",10,not a drudge,NOTADRUDGE
10 Letters,"3,1,6",10,not a keeper,NOTAKEEPER
10 Letters,"3,1,6",10,not a little,NOTALITTLE
10 Letters,"3,1,6",10,not a picnic,NOTAPICNIC
10 Letters,"3,1,6",10,not a prayer,NOTAPRAYER
10 Letters,"3,1,6",10,not a stitch,NOTASTITCH
10 Letters,"3,1,6",10,not a stroke,NOTASTROKE
10 Letters,"3,1,6",10,not a twinge,NOTATWINGE
10 Letters,"3,1,6",10,not a virgin,NOTAVIRGIN
10 Letters,"3,1,6",10,owe a favour,OWEAFAVOUR
10 Letters,"3,1,6",10,say a prayer,SAYAPRAYER
10 Letters,"3,1,6",10,see a doctor,SEEADOCTOR
10 Letters,"3,1,6",10,set a course,SETACOURSE
10 Letters,"3,1,6",10,not a remedy,NOTAREMEDY
10 Letters,"3,1,6",10,set a switch,SETASWITCH
10 Letters,"3,1,6",10,set a target,SETATARGET
10 Letters,"3,1,6",10,The X factor,THEXFACTOR
10 Letters,"3,1,6",10,Tom o Bedlam,TOMOBEDLAM
10 Letters,"3,1,6",10,win a battle,WINABATTLE
10 Letters,"3,1,6",10,win a raffle,WINARAFFLE
10 Letters,"3,1,6",10,win a rubber,WINARUBBER
10 Letters,"3,1,6",10,won a battle,WONABATTLE
10 Letters,"3,1,6",10,won a raffle,WONARAFFLE
10 Letters,"3,1,6",10,won a rubber,WONARUBBER
10 Letters,"3,2,1,4",10,bit of a joke,BITOFAJOKE
10 Letters,"3,2,1,4",10,bit of a lark,BITOFALARK
10 Letters,"3,2,1,4",10,bit of a mess,BITOFAMESS
10 Letters,"3,2,1,4",10,dry as a bone,DRYASABONE
10 Letters,"3,2,1,4",10,end on a high,ENDONAHIGH
10 Letters,"3,2,1,4",10,fit as a flea,FITASAFLEA
10 Letters,"3,2,1,4",10,get in a bind,GETINABIND
10 Letters,"3,2,1,4",10,get in a flap,GETINAFLAP
10 Letters,"3,2,1,4",10,get in a hole,GETINAHOLE
10 Letters,"3,2,1,4",10,get in a mess,GETINAMESS
10 Letters,"3,2,1,4",10,get in a stew,GETINASTEW
10 Letters,"3,2,1,4",10,not as a rule,NOTASARULE
10 Letters,"3,2,1,4",10,not by a mile,NOTBYAMILE
10 Letters,"3,2,1,4",10,one at a time,ONEATATIME
10 Letters,"3,2,1,4",10,one of a kind,ONEOFAKIND
10 Letters,"3,2,1,4",10,out on a limb,OUTONALIMB
10 Letters,"3,2,1,4",10,pig in a poke,PIGINAPOKE
10 Letters,"3,2,1,4",10,put in a word,PUTINAWORD
10 Letters,"3,2,1,4",10,put on a coat,PUTONACOAT
10 Letters,"3,2,1,4",10,put on a mask,PUTONAMASK
10 Letters,"3,2,1,4",10,put on a show,PUTONASHOW
10 Letters,"3,2,1,4",10,put up a sign,PUTUPASIGN
10 Letters,"3,2,1,4",10,run at a loss,RUNATALOSS
10 Letters,"3,2,1,4",10,run up a bill,RUNUPABILL
10 Letters,"3,2,1,4",10,run up a debt,RUNUPADEBT
10 Letters,"3,2,1,4",10,sat on a sofa,SATONASOFA
10 Letters,"3,2,1,4",10,see if I care,SEEIFICARE
10 Letters,"3,2,1,4",10,sit on a sofa,SITONASOFA
10 Letters,"3,2,1,4",10,two at a time,TWOATATIME
10 Letters,"3,2,1,4",10,two of a kind,TWOOFAKIND
10 Letters,"3,2,1,4",10,win by a head,WINBYAHEAD
10 Letters,"3,2,1,4",10,win by a mile,WINBYAMILE
10 Letters,"3,2,1,4",10,win by a neck,WINBYANECK
10 Letters,"3,2,1,4",10,won by a head,WONBYAHEAD
10 Letters,"3,2,1,4",10,won by a mile,WONBYAMILE
10 Letters,"3,2,1,4",10,won by a neck,WONBYANECK
10 Letters,"3,2,2,3",10,And so to bed,ANDSOTOBED
10 Letters,"3,2,2,3",10,end of an era,ENDOFANERA
10 Letters,"3,2,2,3",10,fee fi fo fum,FEEFIFOFUM
10 Letters,"3,2,2,3",10,get it in one,GETITINONE
10 Letters,"3,2,2,3",10,got it in one,GOTITINONE
10 Letters,"3,2,2,3",10,it's up to you,IT'SUPTOYOU
10 Letters,"3,2,2,3",10,out of my way,OUTOFMYWAY
10 Letters,"3,2,2,3",10,put it on ice,PUTITONICE
10 Letters,"3,2,2,3",10,put it to bed,PUTITTOBED
10 Letters,"3,2,2,3",10,put on an act,PUTONANACT
10 Letters,"3,2,3,2",10,all in one go,ALLINONEGO
10 Letters,"3,2,3,2",10,Can We Fix It,CANWEFIXIT
10 Letters,"3,2,3,2",10,get on top of,GETONTOPOF
10 Letters,"3,2,3,2",10,get up and go,GETUPANDGO
10 Letters,"3,2,3,2",10,how do you do,HOWDOYOUDO
10 Letters,"3,2,3,2",10,old so and so,OLDSOANDSO
10 Letters,"3,2,3,2",10,pay as you go,PAYASYOUGO
10 Letters,"3,2,3,2",10,put an end to,PUTANENDTO
10 Letters,"3,2,3,2",10,two to one on,TWOTOONEON
10 Letters,"3,2,4,1",10,had no plan B,HADNOPLANB
10 Letters,"3,2,4,1",10,has no plan B,HASNOPLANB
10 Letters,"3,2,5",10,ace of clubs,ACEOFCLUBS
10 Letters,"3,2,5",10,ace of wands,ACEOFWANDS
10 Letters,"3,2,5",10,act as agent,ACTASAGENT
10 Letters,"3,2,5",10,act as guide,ACTASGUIDE
10 Letters,"3,2,5",10,act in haste,ACTINHASTE
10 Letters,"3,2,5",10,act of faith,ACTOFFAITH
10 Letters,"3,2,5",10,act of folly,ACTOFFOLLY
10 Letters,"3,2,5",10,act of grace,ACTOFGRACE
10 Letters,"3,2,5",10,act of mercy,ACTOFMERCY
10 Letters,"3,2,5",10,Act of Union,ACTOFUNION
10 Letters,"3,2,5",10,and so forth,ANDSOFORTH
10 Letters,"3,2,5",10,ate an apple,ATEANAPPLE
10 Letters,"3,2,5",10,axe to grind,AXETOGRIND
10 Letters,"3,2,5",10,bag of bones,BAGOFBONES
10 Letters,"3,2,5",10,bed of nails,BEDOFNAILS
10 Letters,"3,2,5",10,bed of roses,BEDOFROSES
10 Letters,"3,2,5",10,big in Japan,BIGINJAPAN
10 Letters,"3,2,5",10,bit of fluff,BITOFFLUFF
10 Letters,"3,2,5",10,bit of rough,BITOFROUGH
10 Letters,"3,2,5",10,bit of skirt,BITOFSKIRT
10 Letters,"3,2,5",10,bit of stuff,BITOFSTUFF
10 Letters,"3,2,5",10,but no cigar,BUTNOCIGAR
10 Letters,"3,2,5",10,can of beans,CANOFBEANS
10 Letters,"3,2,5",10,can of lager,CANOFLAGER
10 Letters,"3,2,5",10,can of worms,CANOFWORMS
10 Letters,"3,2,5",10,cap in trade,CAPINTRADE
10 Letters,"3,2,5",10,cop it sweet,COPITSWEET
10 Letters,"3,2,5",10,cri de coeur,CRIDECOEUR
10 Letters,"3,2,5",10,cul de lampe,CULDELAMPE
10 Letters,"3,2,5",10,cup of assay,CUPOFASSAY
10 Letters,"3,2,5",10,cup of cocoa,CUPOFCOCOA
10 Letters,"3,2,5",10,cut in index,CUTININDEX
10 Letters,"3,2,5",10,cut up rough,CUTUPROUGH
10 Letters,"3,2,5",10,dab of paint,DABOFPAINT
10 Letters,"3,2,5",10,Dar el Beida,DARELBEIDA
10 Letters,"3,2,5",10,day in court,DAYINCOURT
10 Letters,"3,2,5",10,day or night,DAYORNIGHT
10 Letters,"3,2,5",10,did no wrong,DIDNOWRONG
10 Letters,"3,2,5",10,die of shock,DIEOFSHOCK
10 Letters,"3,2,5",10,eat an apple,EATANAPPLE
10 Letters,"3,2,5",10,egg on toast,EGGONTOAST
10 Letters,"3,2,5",10,end in sight,ENDINSIGHT
10 Letters,"3,2,5",10,end in tears,ENDINTEARS
10 Letters,"3,2,5",10,end of range,ENDOFRANGE
10 Letters,"3,2,5",10,end of story,ENDOFSTORY
10 Letters,"3,2,5",10,Eye of Horus,EYEOFHORUS
10 Letters,"3,2,5",10,fer de lance,FERDELANCE
10 Letters,"3,2,5",10,fit of anger,FITOFANGER
10 Letters,"3,2,5",10,fit of pique,FITOFPIQUE
10 Letters,"3,2,5",10,fit of sulks,FITOFSULKS
10 Letters,"3,2,5",10,fit to burst,FITTOBURST
10 Letters,"3,2,5",10,fly by night,FLYBYNIGHT
10 Letters,"3,2,5",10,for my money,FORMYMONEY
10 Letters,"3,2,5",10,get in first,GETINFIRST
10 Letters,"3,2,5",10,get in shape,GETINSHAPE
10 Letters,"3,2,5",10,get in there,GETINTHERE
10 Letters,"3,2,5",10,get in touch,GETINTOUCH
10 Letters,"3,2,5",10,get it right,GETITRIGHT
10 Letters,"3,2,5",10,get it wrong,GETITWRONG
10 Letters,"3,2,5",10,get no peace,GETNOPEACE
10 Letters,"3,2,5",10,get to grips,GETTOGRIPS
10 Letters,"3,2,5",10,get up early,GETUPEARLY
10 Letters,"3,2,5",10,get up steam,GETUPSTEAM
10 Letters,"3,2,5",10,God of hosts,GODOFHOSTS
10 Letters,"3,2,5",10,had no clout,HADNOCLOUT
10 Letters,"3,2,5",10,had no doubt,HADNODOUBT
10 Letters,"3,2,5",10,had no equal,HADNOEQUAL
10 Letters,"3,2,5",10,had no heart,HADNOHEART
10 Letters,"3,2,5",10,had no money,HADNOMONEY
10 Letters,"3,2,5",10,had no scope,HADNOSCOPE
10 Letters,"3,2,5",10,had no shame,HADNOSHAME
10 Letters,"3,2,5",10,had no value,HADNOVALUE
10 Letters,"3,2,5",10,has no clout,HASNOCLOUT
10 Letters,"3,2,5",10,has no doubt,HASNODOUBT
10 Letters,"3,2,5",10,has no equal,HASNOEQUAL
10 Letters,"3,2,5",10,has no heart,HASNOHEART
10 Letters,"3,2,5",10,has no money,HASNOMONEY
10 Letters,"3,2,5",10,has no scope,HASNOSCOPE
10 Letters,"3,2,5",10,has no shame,HASNOSHAME
10 Letters,"3,2,5",10,has no spine,HASNOSPINE
10 Letters,"3,2,5",10,has no value,HASNOVALUE
10 Letters,"3,2,5",10,hug me tight,HUGMETIGHT
10 Letters,"3,2,5",10,I'll be bound,I'LLBEBOUND
10 Letters,"3,2,5",10,it's my fault,IT'SMYFAULT
10 Letters,"3,2,5",10,It's My Party,IT'SMYPARTY
10 Letters,"3,2,5",10,it's my round,IT'SMYROUND
10 Letters,"3,2,5",10,jar of honey,JAROFHONEY
10 Letters,"3,2,5",10,jeu de paume,JEUDEPAUME
10 Letters,"3,2,5",10,jet of water,JETOFWATER
10 Letters,"3,2,5",10,jug of water,JUGOFWATER
10 Letters,"3,2,5",10,law of libel,LAWOFLIBEL
10 Letters,"3,2,5",10,lay in ruins,LAYINRUINS
10 Letters,"3,2,5",10,lay on hands,LAYONHANDS
10 Letters,"3,2,5",10,let it slide,LETITSLIDE
10 Letters,"3,2,5",10,let it stand,LETITSTAND
10 Letters,"3,2,5",10,lie in ruins,LIEINRUINS
10 Letters,"3,2,5",10,lie in state,LIEINSTATE
10 Letters,"3,2,5",10,man of means,MANOFMEANS
10 Letters,"3,2,5",10,man of steel,MANOFSTEEL
10 Letters,"3,2,5",10,man of straw,MANOFSTRAW
10 Letters,"3,2,5",10,man or mouse,MANORMOUSE
10 Letters,"3,2,5",10,map of Wales,MAPOFWALES
10 Letters,"3,2,5",10,Men in Black,MENINBLACK
10 Letters,"3,2,5",10,men in suits,MENINSUITS
10 Letters,"3,2,5",10,men of means,MENOFMEANS
10 Letters,"3,2,5",10,mug of cocoa,MUGOFCOCOA
10 Letters,"3,2,5",10,nil by mouth,NILBYMOUTH
10 Letters,"3,2,5",10,nix my dolly,NIXMYDOLLY
10 Letters,"3,2,5",10,nom de plume,NOMDEPLUME
10 Letters,"3,2,5",10,not an issue,NOTANISSUE
10 Letters,"3,2,5",10,not at first,NOTATFIRST
10 Letters,"3,2,5",10,not go amiss,NOTGOAMISS
10 Letters,"3,2,5",10,not go there,NOTGOTHERE
10 Letters,"3,2,5",10,not in doubt,NOTINDOUBT
10 Letters,"3,2,5",10,not in order,NOTINORDER
10 Letters,"3,2,5",10,not in power,NOTINPOWER
10 Letters,"3,2,5",10,not in print,NOTINPRINT
10 Letters,"3,2,5",10,not in range,NOTINRANGE
10 Letters,"3,2,5",10,not in sight,NOTINSIGHT
10 Letters,"3,2,5",10,not in stock,NOTINSTOCK
10 Letters,"3,2,5",10,not on board,NOTONBOARD
10 Letters,"3,2,5",10,not on paper,NOTONPAPER
10 Letters,"3,2,5",10,not so dusty,NOTSODUSTY
10 Letters,"3,2,5",10,not to blame,NOTTOBLAME
10 Letters,"3,2,5",10,not to scale,NOTTOSCALE
10 Letters,"3,2,5",10,not to worry,NOTTOWORRY
10 Letters,"3,2,5",10,not up close,NOTUPCLOSE
10 Letters,"3,2,5",10,now or never,NOWORNEVER
10 Letters,"3,2,5",10,off by heart,OFFBYHEART
10 Letters,"3,2,5",10,oil of thyme,OILOFTHYME
10 Letters,"3,2,5",10,one in eight,ONEINEIGHT
10 Letters,"3,2,5",10,one no trump,ONENOTRUMP
10 Letters,"3,2,5",10,one of those,ONEOFTHOSE
10 Letters,"3,2,5",10,out at elbow,OUTATELBOW
10 Letters,"3,2,5",10,out in force,OUTINFORCE
10 Letters,"3,2,5",10,out in front,OUTINFRONT
10 Letters,"3,2,5",10,out of court,OUTOFCOURT
10 Letters,"3,2,5",10,out of doors,OUTOFDOORS
10 Letters,"3,2,5",10,out of focus,OUTOFFOCUS
10 Letters,"3,2,5",10,out of funds,OUTOFFUNDS
10 Letters,"3,2,5",10,out of habit,OUTOFHABIT
10 Letters,"3,2,5",10,out of heart,OUTOFHEART
10 Letters,"3,2,5",10,out of hours,OUTOFHOURS
10 Letters,"3,2,5",10,out of joint,OUTOFJOINT
10 Letters,"3,2,5",10,out of money,OUTOFMONEY
10 Letters,"3,2,5",10,out of order,OUTOFORDER
10 Letters,"3,2,5",10,out of phase,OUTOFPHASE
10 Letters,"3,2,5",10,out of place,OUTOFPLACE
10 Letters,"3,2,5",10,out of power,OUTOFPOWER
10 Letters,"3,2,5",10,out of print,OUTOFPRINT
10 Letters,"3,2,5",10,out of range,OUTOFRANGE
10 Letters,"3,2,5",10,out of reach,OUTOFREACH
10 Letters,"3,2,5",10,out of scale,OUTOFSCALE
10 Letters,"3,2,5",10,out of shape,OUTOFSHAPE
10 Letters,"3,2,5",10,out of sight,OUTOFSIGHT
10 Letters,"3,2,5",10,out of sorts,OUTOFSORTS
10 Letters,"3,2,5",10,out of spite,OUTOFSPITE
10 Letters,"3,2,5",10,out of stock,OUTOFSTOCK
10 Letters,"3,2,5",10,out of style,OUTOFSTYLE
10 Letters,"3,2,5",10,out of touch,OUTOFTOUCH
10 Letters,"3,2,5",10,out of vogue,OUTOFVOGUE
10 Letters,"3,2,5",10,out of voice,OUTOFVOICE
10 Letters,"3,2,5",10,out of whack,OUTOFWHACK
10 Letters,"3,2,5",10,out to grass,OUTTOGRASS
10 Letters,"3,2,5",10,out to lunch,OUTTOLUNCH
10 Letters,"3,2,5",10,Pan Am Games,PANAMGAMES
10 Letters,"3,2,5",10,pas de trois,PASDETROIS
10 Letters,"3,2,5",10,pay up front,PAYUPFRONT
10 Letters,"3,2,5",10,pin up girls,PINUPGIRLS
10 Letters,"3,2,5",10,pot de biere,POTDEBIERE
10 Letters,"3,2,5",10,pot of basil,POTOFBASIL
10 Letters,"3,2,5",10,pot of paint,POTOFPAINT
10 Letters,"3,2,5",10,put in front,PUTINFRONT
10 Letters,"3,2,5",10,put in order,PUTINORDER
10 Letters,"3,2,5",10,put in place,PUTINPLACE
10 Letters,"3,2,5",10,put it about,PUTITABOUT
10 Letters,"3,2,5",10,put it right,PUTITRIGHT
10 Letters,"3,2,5",10,put on alert,PUTONALERT
10 Letters,"3,2,5",10,put on paper,PUTONPAPER
10 Letters,"3,2,5",10,put on speed,PUTONSPEED
10 Letters,"3,2,5",10,put on trial,PUTONTRIAL
10 Letters,"3,2,5",10,put to death,PUTTODEATH
10 Letters,"3,2,5",10,put to music,PUTTOMUSIC
10 Letters,"3,2,5",10,put to nurse,PUTTONURSE
10 Letters,"3,2,5",10,put to shame,PUTTOSHAME
10 Letters,"3,2,5",10,put to sleep,PUTTOSLEEP
10 Letters,"3,2,5",10,Puy de Sancy,PUYDESANCY
10 Letters,"3,2,5",10,ran on empty,RANONEMPTY
10 Letters,"3,2,5",10,ran to earth,RANTOEARTH
10 Letters,"3,2,5",10,ran up debts,RANUPDEBTS
10 Letters,"3,2,5",10,ray of light,RAYOFLIGHT
10 Letters,"3,2,5",10,red as blood,REDASBLOOD
10 Letters,"3,2,5",10,run on empty,RUNONEMPTY
10 Letters,"3,2,5",10,run to earth,RUNTOEARTH
10 Letters,"3,2,5",10,run up debts,RUNUPDEBTS
10 Letters,"3,2,5",10,say it again,SAYITAGAIN
10 Letters,"3,2,5",10,sea of faces,SEAOFFACES
10 Letters,"3,2,5",10,sea of grass,SEAOFGRASS
10 Letters,"3,2,5",10,Sea of Japan,SEAOFJAPAN
10 Letters,"3,2,5",10,set in order,SETINORDER
10 Letters,"3,2,5",10,set in stone,SETINSTONE
10 Letters,"3,2,5",10,set of three,SETOFTHREE
10 Letters,"3,2,5",10,set to music,SETTOMUSIC
10 Letters,"3,2,5",10,sip of water,SIPOFWATER
10 Letters,"3,2,5",10,Sir Mo Farah,SIRMOFARAH
10 Letters,"3,2,5",10,sir or madam,SIRORMADAM
10 Letters,"3,2,5",10,sit in state,SITINSTATE
10 Letters,"3,2,5",10,sit on mower,SITONMOWER
10 Letters,"3,2,5",10,six of clubs,SIXOFCLUBS
10 Letters,"3,2,5",10,six or seven,SIXORSEVEN
10 Letters,"3,2,5",10,sol fa scale,SOLFASCALE
10 Letters,"3,2,5",10,sum of money,SUMOFMONEY
10 Letters,"3,2,5",10,sur le tapis,SURLETAPIS
10 Letters,"3,2,5",10,Tao Te Ching,TAOTECHING
10 Letters,"3,2,5",10,ten of clubs,TENOFCLUBS
10 Letters,"3,2,5",10,ten to eight,TENTOEIGHT
10 Letters,"3,2,5",10,ten to seven,TENTOSEVEN
10 Letters,"3,2,5",10,ten to three,TENTOTHREE
10 Letters,"3,2,5",10,the In crowd,THEINCROWD
10 Letters,"3,2,5",10,the in thing,THEINTHING
10 Letters,"3,2,5",10,The St Leger,THESTLEGER
10 Letters,"3,2,5",10,tie in knots,TIEINKNOTS
10 Letters,"3,2,5",10,tie on label,TIEONLABEL
10 Letters,"3,2,5",10,tin of beans,TINOFBEANS
10 Letters,"3,2,5",10,tin of paint,TINOFPAINT
10 Letters,"3,2,5",10,tip up truck,TIPUPTRUCK
10 Letters,"3,2,5",10,two no trump,TWONOTRUMP
10 Letters,"3,2,5",10,two of clubs,TWOOFCLUBS
10 Letters,"3,2,5",10,two or three,TWOORTHREE
10 Letters,"3,2,5",10,use of force,USEOFFORCE
10 Letters,"3,2,5",10,Val de Marne,VALDEMARNE
10 Letters,"3,2,5",10,Van de Graaf,VANDEGRAAF
10 Letters,"3,2,5",10,van de Velde,VANDEVELDE
10 Letters,"3,2,5",10,vin de table,VINDETABLE
10 Letters,"3,2,5",10,vol au vents,VOLAUVENTS
10 Letters,"3,2,5",10,War is Peace,WARISPEACE
10 Letters,"3,2,5",10,war of words,WAROFWORDS
10 Letters,"3,2,5",10,win an Oscar,WINANOSCAR
10 Letters,"3,2,5",10,win in style,WININSTYLE
10 Letters,"3,2,5",10,win on merit,WINONMERIT
10 Letters,"3,2,5",10,won an Oscar,WONANOSCAR
10 Letters,"3,2,5",10,won on merit,WONONMERIT
10 Letters,"3,3,1,3",10,all but a few,ALLBUTAFEW
10 Letters,"3,3,1,3",10,one and a bit,ONEANDABIT
10 Letters,"3,3,1,3",10,try for a job,TRYFORAJOB
10 Letters,"3,3,2,2",10,all set to go,ALLSETTOGO
10 Letters,"3,3,2,2",10,get off on it,GETOFFONIT
10 Letters,"3,3,2,2",10,get out of it,GETOUTOFIT
10 Letters,"3,3,2,2",10,get rid of it,GETRIDOFIT
10 Letters,"3,3,2,2",10,has far to go,HASFARTOGO
10 Letters,"3,3,2,2",10,not one of us,NOTONEOFUS
10 Letters,"3,3,2,2",10,one day to go,ONEDAYTOGO
10 Letters,"3,3,2,2",10,the jig is up,THEJIGISUP
10 Letters,"3,3,2,2",10,Too Far to Go,TOOFARTOGO
10 Letters,"3,3,2,2",10,the two of us,THETWOOFUS
10 Letters,"3,3,3,1",10,two two one B,TWOTWOONEB
10 Letters,"3,3,4",10,act the fool,ACTTHEFOOL
10 Letters,"3,3,4",10,act the goat,ACTTHEGOAT
10 Letters,"3,3,4",10,act the part,ACTTHEPART
10 Letters,"3,3,4",10,aid and abet,AIDANDABET
10 Letters,"3,3,4",10,aim too high,AIMTOOHIGH
10 Letters,"3,3,4",10,all but done,ALLBUTDONE
10 Letters,"3,3,4",10,all but over,ALLBUTOVER
10 Letters,"3,3,4",10,all day long,ALLDAYLONG
10 Letters,"3,3,4",10,All for Love,ALLFORLOVE
10 Letters,"3,3,4",10,all mod cons,ALLMODCONS
10 Letters,"3,3,4",10,All the best,ALLTHEBEST
10 Letters,"3,3,4",10,all the more,ALLTHEMORE
10 Letters,"3,3,4",10,all the rage,ALLTHERAGE
10 Letters,"3,3,4",10,all the rest,ALLTHEREST
10 Letters,"3,3,4",10,all the same,ALLTHESAME
10 Letters,"3,3,4",10,all the time,ALLTHETIME
